Hexanchus griseus
Ocotea longifolia
Aniba citrifolia
Aegiphila brachiata
Systemonodaphne geminiflora
Aegiphila verticillata
Ocotea amazonica
Endlicheria szyszylowiczii
Aegiphila mediterranea
Sextonia rubra
Aegiphila cuneata
Endlicheria acuminata
Ocotea pauciflora
Aniba williamsii
Aegiphila cordata
Endlicheria reflectens
Ocotea esmeraldana
Nectandra pulverulenta
Ocotea cujumary
Persea venosa
Ocotea splendens
Vitex megapotamica
Ocotea neesiana
Ocotea myriantha
Ocotea camphoromoea
Ocotea acutifolia
Ocotea corymbosa
Licaria chrysophylla
Endlicheria multiflora
Aegiphila ulei
Ocotea percurrens
Persea fulva
Acanthopoma annectens
Acarichthys heckelii
Acaronia nassa
Acestrocephalus sardina
Acestrorhynchus abbreviatus
Acestrorhynchus falcatus
Acestrorhynchus falcirostris
Acestrorhynchus grandoculis
Acestrorhynchus heterolepis
Acestrorhynchus microlepis
Acestrorhynchus minimus
Acestrorhynchus nasutus
Adontosternarchus balaenops
Adontosternarchus clarkae
Adontosternarchus nebulosus
Adontosternarchus sachsi
Aequidens diadema
Aequidens tetramerus
Aequidens viridis
Agamyxis pectinifrons
Tympanopleura atronasus
Tympanopleura brevis
Amaralia hypsiura
Ageneiosus vittatus
Amblydoras affinis
Anadoras grypus
Aguarunichthys inpai
Anablepsoides micropus
Anablepsoides iridescens
Ageneiosus militaris
Anadoras weddellii
Agoniates anchovia
Anablepsoides atratus
Anablepsoides xanthonotus
Rhadinoloricaria ommation
Apomatoceros alleni
Apteronotus albifrons
Apteronotus macrolepis
Astrodoras asterifrons
Astronotus crassipinnis
Astronotus ocellatus
Astyanax bourgeti
Astyanax lineatus
Astyanax maximus
Astyanax stilbe
Auchenipterichthys coracoideus
Auchenipterichthys punctatus
Auchenipterus brachyurus
Auchenipterus britskii
Axelrodia stigmatias
Bario steindachneri
Batrochoglanis raninus
Batrochoglanis villosus
Belonion apodion
Belonion dibranchodon
Bivibranchia fowleri
Boulengerella lucius
Boulengerella maculata
Brachychalcinus copei
Brachychalcinus nummus
Brachyhypopomus beebei
Brachyplatystoma capapretum
Brachyrhamdia marthae
Brycon polylepis
Bryconella pallidifrons
Bryconops alburnoides
Bryconops caudomaculatus
Bryconops inpai
Bujurquina vittata
Bunocephalus aleuropsis
Bunocephalus verrucosus
Caenotropus labyrinthicus
Caenotropus mestomorgmatos
Carnegiella marthae
Carnegiella schereri
Catoprion mento
Centrodoras brachiatus
Centromochlus existimatus
Centromochlus heckelii
Cetopsis candiru
Cetopsis coecutiens
Cetopsis oliveirai
Cetopsis parma
Cetopsorhamdia molinae
Chaetobranchopsis orbicularis
Chaetobranchus flavescens
Chalceus erythrurus
Lopholatilus villarii
Chalceus guaporensis
Characidium brevirostre
Characidium etheostoma
Characidium pteroides
Characidium steindachneri
Bairdiella goeldi
Pogonias courbina
Charax gibbosus
Charax macrolepis
Charax tectifer
Chasmocranus longior
Cheirocerus eques
Cheirocerus goeldii
Chilodus punctatus
Cichla monoculus
Cichla pleiozona
Cichlasoma amazonarum
Cichlasoma bimaculatum
Clupeacharax anchoveoides
Colomesus asellus
Amphisbaena absaberi
Amphisbaena anaemariae
Amphisbaena bilabialata
Amphisbaena crisae
Amphisbaena lumbricalis
Amphisbaena neglecta
Amphisbaena pretrei
Amphisbaena ridleyi
Amphisbaena tragorrhectes
Coleodactylus natalensis
Colobodactylus dalcyanus
Contomastix vacariensis
Eurolophosaurus amathites
Gymnophthalmus vanzoi
Leposternon polystegum
Leposternon scutigerum
Liolaemus arambarensis
Psilops paeminosus
Tropidurus erythrocephalus
Tropidurus helenae
Tropidurus insulanus
Tropidurus itambere
Tropidurus montanus
Tropidurus oreadicus
Tropidurus pinima
Tropidurus psammonastes
Tropidurus semitaeniatus
Urostrophus vautieri
Vanzosaura multiscutata
Compsaraia compsa
Compsaraia samueli
Copeina guttata
Copella vilmae
Corydoras acutus
Corydoras adolfoi
Corydoras agassizii
Corydoras albolineatus
Corydoras ambiacus
Corydoras arcuatus
Corydoras elegans
Corydoras eques
Corydoras guapore
Corydoras haraldschultzi
Corydoras leopardus
Corydoras leucomelas
Corydoras pantanalensis
Corydoras pygmaeus
Corydoras rabauti
Corydoras semiaquilus
Corydoras sodalis
Corydoras sterbai
Corydoras trilineatus
Corydoras zygatus
Creagrutus barrigai
Creagrutus beni
Creagrutus cochui
Creagrutus maxillaris
Creagrutus occidaneus
Crenicara punctulata
Engraulis anchoita
Acanthistius patachonicus
Cryptocarya guianensis
Gymnotus melanopleura
Gymnotus ucamara
Gymnotus varzea
Hassar orestis
Hemibrycon jelskii
Hemidoras morrisi
Hemidoras stenopeltis
Hemigrammus analis
Hemigrammus bellottii
Hemigrammus levis
Hemigrammus lunatus
Hemigrammus ocellifer
Hemigrammus pretoensis
Hemigrammus schmardae
Hemigrammus unilineatus
Hemigrammus vorderwinkleri
Hemiodontichthys acipenserinus
Hemiodus argenteus
Hemiodus atranalis
Hemiodus microlepis
Hemiodus semitaeniatus
Hemiodus unimaculatus
Henonemus punctatus
Heros efasciatus
Heros severus
Heros spurius
Heterocharax macrolepis
Hyphessobrycon agulha
Hyphessobrycon copelandi
Hyphessobrycon erythrostigma
Hyphessobrycon heterorhabdus
Hyphessobrycon loretoensis
Hyphessobrycon tukunai
Hypoptopoma gulare
Hypoptopoma psilogaster
Hypoptopoma steindachneri
Nannoptopoma sternoptychum
Hypoptopoma thoracatum
Hypopygus lepturus
Hypostomus carinatus
Hypostomus cochliodon
Hypostomus hemicochliodon
Hypostomus myersi
Hypostomus pyrineusi
Hypostomus varimaculosus
Hypselecara temporalis
Iguanodectes purusii
Iguanodectes spilurus
Imparfinis stictonotus
Ituglanis amazonicus
Jupiaba acanthogaster
Jupiaba anteroides
Jupiaba scologaster
Klausewitzia ritae
Knodus smithi
Laemolyta proxima
Laemolyta taeniata
Laetacara flavilabris
Pithecellobium unguis-cati
Laetacara thayeri
Laimosemion dibaphus
Laimosemion geayi
Laimosemion kirovskyi
Laimosemion xiphidius
Lamontichthys filamentosus
Leiarius pictus
Lepidosiren paradoxa
Leporinus bleheri
Lepthoplosternum altamazonicum
Lepthoplosternum ucamara
Leptodoras acipenserinus
Leptodoras cataniai
Leptodoras copei
Leptodoras juruensis
Leptodoras linnelli
Liosomadoras morrowi
Lonchogenys ilisha
Loricaria cataphracta
Loricaria simillima
Loricariichthys acutus
Loricariichthys edentatus
Loricariichthys stuebelii
Markiana nigripinnis
Megalocentor echthrus
Megalodoras uranoscopus
Megalonema amaxanthum
Megalonema platycephalum
Melanocharacidium dispilomma
Melanocharacidium pectorale
Mesonauta festivus
Mesonauta insignis
Metynnis guaporensis
Metynnis hypsauchen
Metynnis luna
Microcharacidium eleotrioides
Microcharacidium weitzmani
Microsternarchus bilineatus
Mikrogeophagus altispinosus
Moema pepotei
Moenkhausia agnesae
Moenkhausia barbouri
Moenkhausia ceros
Moenkhausia chrysargyrea
Moenkhausia collettii
Moenkhausia comma
Moenkhausia georgiae
Moenkhausia grandisquamis
Moenkhausia jamesi
Moenkhausia latissima
Moenkhausia melogramma
Moenkhausia oligolepis
Monocirrhus polyacanthus
Myloplus levis
Myleus setiger
Myoglanis koepckei
Nannoglanis fasciatus
Nannostomus digrammus
Nannostomus eques
Nannostomus marginatus
Nannostomus trifasciatus
Nannostomus unifasciatus
Nemadoras elongatus
Nemadoras hemipeltis
Nemadoras humeralis
Tenellus trimaculatus
Nemuroglanis lanceolatus
Neofundulus guaporensis
Ochmacanthus reinhardtii
Odontocharacidium aphanes
Odontostilbe fugitiva
Odontostilbe nareuda
Hemidoras boulengeri
Opsodoras morei
Hemidoras stuebelii
Osteoglossum ferreirai
Otocinclus batmani
Otocinclus caxarari
Otocinclus mariae
Otocinclus vestitus
Otocinclus vittatus
Otothyris rostrata
Oxybrycon parvulus
Oxyropsis carinata
Paracanthopoma parva
Paracheirodon innesi
Paragoniates alburnus
Parancistrus aurantiacus
Parapimelodus valenciennis
Parapteronotus hasemani
Parecbasis cyclolepis
Pareiodon microps
Pariolius armillatus
Pariosternarchus amazonensis
Parodon buckleyi
Parodon pongoensis
Peckoltia bachi
Peckoltia brevis
Pellona castelnaeana
Petitella georgiae
Phenacogaster pectinatus
Phenacorhamdia boliviana
Phractocephalus hemioliopterus
Physopyxis ananas
Physopyxis lyra
Piabarchus analis
Piabucus melanostoma
Pimelodella boliviana
Pimelodella griffini
Pimelodella hasemani
Pimelodella howesi
Pimelodella serrata
Pimelodina flavipinnis
Pimelodus altissimus
Pimelodus argenteus
Planiloricaria cryptodon
Platystomatichthys sturio
Plectrochilus diabolicus
Plectrochilus machadoi
Poecilocharax weitzmani
Poptella compressa
Potamorrhaphis eigenmanni
Potamorrhaphis guianensis
Prionobrama filigera
Prodontocharax alleni
Psectrogaster curviventris
Psectrogaster essequibensis
Pseudanos gracilis
Pseudanos trimaculatus
Pseudepapterus hasemani
Pseudobunocephalus amazonicus
Pseudobunocephalus bifidus
Pseudopimelodus bufonius
Pseudoplatystoma reticulatum
Pseudorinelepis genibarbis
Pseudostegophilus nemurus
Pseudotylosurus angusticeps
Pseudotylosurus microps
Pterobunocephalus depressus
Pterobunocephalus dolichurus
Pterolebias longipinnis
Pterophyllum scalare
Pterosturisoma microps
Pterygoplichthys punctatus
Pyrrhulina beni
Pyrrhulina brevis
Pyrrhulina semifasciata
Pyrrhulina vittata
Pyrrhulina zigzag
Rhabdolichops caviceps
Rhabdolichops eastwardi
Rhabdolichops electrogrammus
Rhabdolichops stewarti
Rhabdolichops troscheli
Rhamdia muelleri
Rhamdia poeyi
Euphorbia cotinifolia
Rhamphichthys lineatus
Rhamphichthys rostratus
Rhinobrycon negrensis
Rhynchodoras woodsi
Rhytiodus argenteofuscus
Rhytiodus lauzannei
Rhytiodus microlepis
Rineloricaria castroi
Rineloricaria lanceolata
Rineloricaria parva
Roeboides biserialis
Roeboides dispar
Roestes molossus
Roestes ogilviei
Satanoperca jurupari
Satanoperca pappaterra
Scoloplax dicra
Scoloplax empousa
Serrasalmus compressus
Serrasalmus eigenmanni
Serrasalmus elongatus
Serrasalmus gouldingi
Serrasalmus odyssei
Serrasalmus serrulatus
Sorubim elongatus
Sorubim maniradii
Steatogenys duidae
Steindachnerina bimaculata
Steindachnerina dobula
Steindachnerina guentheri
Steindachnerina hypostoma
Steindachnerina leucisca
Steindachnerina planiventris
Steindachnerina quasimodoi
Sternarchella schotti
Sternarchogiton labiatus
Sternarchogiton nattereri
Tenebrosternarchus preto
Sternarchorhamphus muelleri
Stethaprion crenatum
Stethaprion erythrops
Sturisoma lyra
Synbranchus madeirae
Tatia dunni
Tatia gyrina
Tetranematichthys wallacei
Thoracocharax securis
Thoracocharax stellatus
Trachelyopterichthys taeniatus
Trachelyopterus albicrux
Trachycorystes trachycorystes
Trachydoras microstomus
Trachydoras nattereri
Trachydoras paraguayensis
Trachydoras steindachneri
Potamoglanis hasemani
Tridens melanops
Tridentopsis pearsoni
Triportheus culter
Triportheus curtus
Triportheus pictus
Tyttobrycon hamatus
Tyttocharax cochui
Tyttocharax madeirae
Vandellia cirrhosa
Xenurobrycon polyancistrus
Platysilurus mucosus
Helogenes marmoratus
Cetopsorhamdia phantasia
Juscelinomys candango
Callistomys pictus
Cacajao melanocephalus
Physeter macrocephalus
Lutjanus analis
Hypolimnas misippus
Pterocarpus amazonum
Acrocomia totai
Astrocaryum tucuma
Astrocaryum vulgare
Attalea microcarpa
Bactris acanthocarpoides
Butia paraguayensis
Euterpe edulis
Euterpe longibracteata
Geonoma pohliana
Syagrus cocoides
Syagrus comosa
Syagrus oleracea
Crax pinima
Apostolepis thalesdelemai
Merulaxis stresemanni
Myrmotherula snowi
Phylloscartes ceciliae
Parachromis managuensis
Aegiphila panamensis
Hydrochorea elegans
Parinari parvifolia
Couratari guianensis
Virola surinamensis
Croton hoffmannii
Lonchocarpus hedyosmus
Pochota fendleri
Agoniates halecinus
Anableps anableps
Anableps microlepis
Jenynsia onca
Anostomoides atrianalis
Anostomus ternetzi
Gnathodolus bidens
Hypomasticus julii
Hypomasticus lineomaculatus
Hypomasticus megalepis
Laemolyta fernandezi
Leporinus affinis
Leporinus amazonicus
Leporinus aripuanaensis
Leporinus britskii
Leporinus cylindriformis
Leporinus desmotes
Leporinus altipinnis
Leporinus geminis
Leporinus gomesi
Leporinus jamesi
Leporinus klausewitzi
Leporinus melanostictus
Anostomoides nattereri
Leporinus octomaculatus
Leporinus ortomaculatus
Leporinus parae
Leporinus trimaculatus
Leporinus unitaeniatus
Leporinus venerei
Pseudanos varii
Pseudanos winterbottomi
Schizodon isognathus
Schizodon vittatus
Synaptolaemus latofasciatus
Aphyocharax avary
Prionobrama paraguayensis
Apteronotus bonapartii
Apteronotus camposdapazi
Apteronotus ellisi
Sternarchella calhamazon
Arapaima agassizii
Arapaima leptosoma
Acanthobunocephalus nicoi
Aspredinichthys tibicen
Aspredo aspredo
Bunocephalus aloikae
Platystacus cotylephorus
Pseudobunocephalus rugosus
Ageneiosus dentatus
Tympanopleura piperata
Tympanopleura rondoni
Asterophysus batrachus
Auchenipterichthys longimanus
Balroglanis macracanthus
Gelanoglanis nanonocticolus
Pseudauchenipterus nodosus
Tatia brunnea
Tatia strigata
Trachelyopterus ceratophysus
Trachelyopterus porosus
Potamorrhaphis labiata
Potamorrhaphis petersi
Callichthys serralabium
Megalechis picta
Cetopsidium pemon
Chalceus epakros
Ammocryptocharax elegans
Ammocryptocharax minutus
Characidium boavistae
Characidium crandellii
Characidium declivirostre
Characidium hasemani
Characidium laterale
Characidium longum
Characidium occidentale
Characidium roesseli
Elachocharax geryi
Elachocharax junki
Elachocharax mitopterus
Leptocharacidium omospilus
Melanocharacidium auroradiatum
Melanocharacidium depressum
Microcharacidium gnomus
Charax condei
Charax delimai
Charax hemigrammus
Charax leticiae
Cynopotamus essequibensis
Exodon paradoxus
Galeocharax goeldii
Microschemobrycon callops
Microschemobrycon casiquiare
Microschemobrycon guaporensis
Phenacogaster suborbitalis
Phenacogaster tegatus
Roeboexodon guyanensis
Roeboides descalvadensis
Ctenocheirodon pristis
Serrapinnus kriegi
Serrapinnus microdon
Acaronia vultuosa
Aequidens plagiozonatus
Australoheros angiru
Australoheros minuano
Australoheros scitulus
Biotodoma wavrini
Caquetaia spectabilis
Chaetobranchopsis australis
Xylosma pseudosalzmannii
Eugenia myrcianthes
Celtis chichape
Moquiniastrum polymorphum
Strychnos brasiliensis
Schaefferia argentinensis
Matayba elaeagnoides
Eugenia repanda
Symplocos uniflora
Baccharis punctulata
Sebastiania klotzschiana
Ruprechtia laxiflora
Myrsine parvula
Schinus longifolia
Allophylus edulis
Celtis tala
Myrsine parvifolia
Myrsine umbellata
Tabernaemontana catharinensis
Daphnopsis racemosa
Eugenia uruguayensis
Citharexylum montevidense
Calliandra tweediei
Calliandra parvifolia
Tripodanthus acutifolius
Sebastiania schottiana
Xylosma venosa
Chrysophyllum gonocarpum
Guettarda uruguensis
Scutia buxifolia
Prunus subcoriacea
Jodina rhombifolia
Ficus luschnathiana
Cephalanthus glabratus
Escallonia bifida
Styrax leprosus
Terminalia australis
Lithraea molleoides
Sapium haematospermum
Citronella gongonha
Cupania vernalis
Myrrhinium atropurpureum
Schinus lentiscifolius
Heliornis fulica
Burhinus bistriatus
Geotrygon violacea
Lurocalis semitorquatus
Nyctiphrynus ocellatus
Antrostomus rufus
Hydropsalis cayennensis
Hydropsalis maculicaudus
Cathartes burrovianus
Euphonia laniirostris
Euphonia minuta
Micrastur mirandollei
Ibycter americanus
Milvago chimachima
Galbula ruficauda
Jacamerops aureus
Chloroceryle amazona
Chloroceryle inda
Chloroceryle aenea
Nyctibius grandis
Nyctibius griseus
Micropygia schomburgkii
Laterallus exilis
Amaurolimnas concolor
Neocrex erythrops
Pardirallus maculatus
Jacana jacana
Mesembrinibis cayennensis
Vanellus chilensis
Charadrius collaris
Jabiru mycteria
Eurypyga helias
Baryphthengus martii
Electron platyrhynchum
Fregata minor
Eupsittula pertinax
Ara chloropterus
Ara macao
Pionus menstruus
Pyrrhura picta
Botaurus pinnatus
Tigrisoma lineatum
Tigrisoma fasciatum
Ardea cocoi
Pilherodius pileatus
Butorides striata
Coccycua minuta
Piaya cayana
Tapera naevia
Dromococcyx phasianellus
Crotophaga major
Anous minutus
Phaethon lepturus
Phaethon rubricauda
Trogon melanurus
Trogon rufus
Trogon collaris
Adelophryne michelin
Dendrophryniscus davori
Dendrophryniscus haddadi
Dendrophryniscus izecksohni
Dendrophryniscus jureia
Dendrophryniscus brevipollicatus
Dendrophryniscus lauroi
Hylodes caete
Luetkenotyphlus fredi
Paratelmatobius segallai
Proceratophrys ararype
Proceratophrys boiei
Matisia bracteolosa
Leonia glycycarpa
Aspidosperma darienense
Scleria spicata
Scleria burchellii
Cenchrus tribuloides
Cichla nigromaculata
Cichla temensis
Cichlasoma dimerus
Crenicara latruncularium
Crenicichla albopunctata
Crenicichla alta
Crenicichla lenticulata
Crenicichla lugubris
Crenicichla mandelburgeri
Crenicichla wallacii
Dicrossus filamentosus
Geophagus camopiensis
Guianacara dacrya
Guianacara geayi
Gymnogeophagus balzanii
Heros notatus
Hoplarchus psittacus
Hypselecara coryphaenoides
Laetacara fulvipinnis
Mesonauta guyanae
Pterophyllum leopoldi
Retroculus septentrionalis
Satanoperca daemon
Satanoperca leucosticta
Symphysodon tarzoo
Corydoras acrensis
Corydoras amandajanea
Corydoras amapaensis
Corydoras baderi
Corydoras blochi
Corydoras caudimaculatus
Corydoras condiscipulus
Corydoras crypticus
Corydoras duplicareus
Corydoras ephippifer
Corydoras evelynae
Corydoras gossei
Corydoras gryphus
Corydoras imitator
Corydoras incolicana
Corydoras kanei
Corydoras nijsseni
Corydoras oiapoquensis
Corydoras parallelus
Corydoras pinheiroi
Corydoras seussi
Corydoras spectabilis
Corydoras splendens
Corydoras tukano
Boulengerella lateristriga
Boulengerella xyrekes
Curimatopsis evelynae
Curimatopsis myersi
Cyphocharax abramoides
Cyphocharax aninha
Cyphocharax gillii
Cyphocharax helleri
Cyphocharax leucostictus
Cyphocharax multilineatus
Cyphocharax voga
Potamorhina squamoralevis
Steindachnerina conspersa
Steindachnerina nigrotaenia
Cynodon septenarius
Matilebias alexandri
Austrolebias melanoorus
Matilebias periodicus
Acanthodoras depressus
Anduzedoras oxyrhynchus
Doras phlyzakion
Hassar shewellkeimi
Leptodoras hasemani
Leptodoras praelongus
Lithodoras dorsalis
Tenellus cristinae
Tenellus leporhinus
Tenellus ternetzi
Oxydoras kneri
Oxyropsis acutirostris
Platydoras hancockii
Scorpiodoras heckelii
Scorpiodoras liophysus
Trachydoras brevis
Eigenmannia limbata
Eigenmannia nigra
Rhabdolichops lundbergi
Rhabdolichops nigrimans
Microphilypnus macrostoma
Microphilypnus ternetzi
Engraulis nattereri
Hoplias curupira
Fluviphylax palikur
Glanapteryx anguilla
Gymnotus cataniapo
Gymnotus omarorum
Gymnotus paraguensis
Gymnotus pedanopterus
Gymnotus stenoleucus
Argonectes longiceps
Argonectes robertsi
Bivibranchia bimaculata
Bivibranchia velox
Hemiodus goeldii
Hemiodus jatuarana
Hemiodus orthonops
Hemiodus quadrimaculatus
Hemiodus sterni
Hemiodus ternetzi
Hemiodus thayeria
Hemiodus vorderwinkleri
Micromischodus sugillatus
Brachyglanis frenata
Brachyrhamdia heteropleura
Brachyrhamdia meesi
Cetopsorhamdia insidiosa
Gladioglanis machadoi
Imparfinis hasemani
Imparfinis pristos
Leptorhamdia essequibensis
Leptorhamdia marmorata
Mastiglanis asopos
Nemuroglanis pauciradiatus
Phenacorhamdia somnians
Pimelodella breviceps
Rhamdia foina
Rhamdia laukidi
Heterocharax leptogrammus
Heterocharax virgulatus
Hoplocharax goethei
Priocharax ariel
Brachyhypopomus bennetti
Brachyhypopomus bombilla
Brachyhypopomus bullocki
Brachyhypopomus walteri
Acestridium martini
Hisonotus ringueleti
Hypoptopoma bianale
Hypoptopoma brevirostratum
Hypoptopoma incognitum
Hypoptopoma inexspectatum
Otocinclus arnoldi
Otocinclus bororo
Rhinotocinclus halbothi
Acanthicus adonis
Ancistrus cirrhosus
Ancistrus dubius
Ancistrus pirareta
