Kingdom	Phylum	Class	Order	Family	Genus	Species Name	Authority	Main Common Name	Red List Category	Population Trend	Threats List	Possibly Extinct	Possibly Extinct In Wild	Mitochondrion Count	Chloroplast Count	SRA Short Reads Count	SRA Long Reads Count
Animalia	Cnidaria	Anthozoa	Scleractinia	Faviidae	Scolymia	Scolymia cubensis	(Milne Edwards &amp; Haime, 1849)	Artichoke Coral (eng)	Critically Endangered	Decreasing	Unintentional effects: (subsistence/small scale) [harvest]; Unspecified species; Housing & urban areas; Unspecified species; Type Unknown/Unrecorded; Commercial & industrial areas; Soil erosion, sedimentation; Type Unknown/Unrecorded; Named species; Tourism & recreation areas; Type Unknown/Unrecorded; Shipping lanes; Storms & flooding; Temperature extremes; Motivation Unknown/Unrecorded; Recreational activities; Intentional use: (subsistence/small scale) [harvest]; Ozone	No	No	0	0	0	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Faviidae	Scolymia	Scolymia wellsii	Laborel, 1967	Solitary Disk Coral (eng)	Vulnerable	Decreasing	Housing & urban areas; Temperature extremes; Ozone; Type Unknown/Unrecorded; Motivation Unknown/Unrecorded; Unspecified species; Shipping lanes; Unspecified species; Soil erosion, sedimentation; Commercial & industrial areas; Storms & flooding; Type Unknown/Unrecorded; Named species; Intentional use: (subsistence/small scale) [harvest]; Tourism & recreation areas; Recreational activities; Type Unknown/Unrecorded; Unintentional effects: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	Meandrina	Meandrina brasiliensis	(Milne Edwards &amp; Haime, 1858)	Brazilian Rose Coral (eng)	Critically Endangered	Decreasing	Motivation Unknown/Unrecorded; Temperature extremes; Type Unknown/Unrecorded; Storms & flooding; Type Unknown/Unrecorded; Housing & urban areas; Unspecified species; Recreational activities; Ozone; Unintentional effects: (subsistence/small scale) [harvest]; Commercial & industrial areas; Tourism & recreation areas; Type Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Soil erosion, sedimentation; Unspecified species; Shipping lanes	No	No	0	0	0	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Montastraeidae	Montastraea	Montastraea cavernosa	(Linnaeus, 1767)	Cavernous Star Coral (eng)	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]; Temperature extremes; Type Unknown/Unrecorded; Recreational activities; Ozone; Named species; Unspecified species; Storms & flooding; Shipping lanes; Motivation Unknown/Unrecorded; Housing & urban areas; Named species; Type Unknown/Unrecorded; Unspecified species; Soil erosion, sedimentation; Type Unknown/Unrecorded; Commercial & industrial areas; Tourism & recreation areas; Unintentional effects: (subsistence/small scale) [harvest]	No	No	0	0	99	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis asperula	Milne Edwards &amp; Haime, 1849	Pointed Pencil Coral (eng)	Least Concern	Unknown	Type Unknown/Unrecorded; Commercial & industrial areas; Type Unknown/Unrecorded; Unintentional effects: (subsistence/small scale) [harvest]; Recreational activities; Ozone; Soil erosion, sedimentation; Type Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Storms & flooding; Tourism & recreation areas; Unspecified species; Motivation Unknown/Unrecorded; Housing & urban areas; Named species; Temperature extremes; Shipping lanes; Unspecified species	No	No	0	0	0	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis decactis	(Lyman, 1859)	Ten-ray Star Coral (eng)	Critically Endangered	Decreasing	Housing & urban areas; Soil erosion, sedimentation; Unintentional effects: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Unspecified species; Motivation Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Commercial & industrial areas; Unspecified species; Type Unknown/Unrecorded; Tourism & recreation areas; Recreational activities; Shipping lanes; Temperature extremes; Ozone; Type Unknown/Unrecorded; Storms & flooding; Named species	No	No	0	0	1	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites astreoides	Lamarck, 1816	Mustard Hill Coral (eng)	Least Concern	Unknown	Ozone; Named species; Temperature extremes; Type Unknown/Unrecorded; Recreational activities; Tourism & recreation areas; Motivation Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Unspecified species; Commercial & industrial areas; Named species; Shipping lanes; Unspecified species; Type Unknown/Unrecorded; Soil erosion, sedimentation; Housing & urban areas; Unintentional effects: (subsistence/small scale) [harvest]; Storms & flooding	No	No	0	0	336	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites branneri	Rathbun, 1887	Blue Crust Coral (eng)	Near Threatened	Decreasing	Storms & flooding; Unspecified species; Soil erosion, sedimentation; Unintentional effects: (subsistence/small scale) [harvest]; Unspecified species; Motivation Unknown/Unrecorded; Temperature extremes; Housing & urban areas; Recreational activities; Ozone; Type Unknown/Unrecorded; Commercial & industrial areas; Shipping lanes; Tourism & recreation areas; Intentional use: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Rhizangiidae	Siderastrea	Siderastrea radians	(Pallas 1766)	Lesser Starlet Coral (eng)	Least Concern	Unknown	Housing & urban areas; Unspecified species; Shipping lanes; Type Unknown/Unrecorded; Temperature extremes; Type Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Storms & flooding; Motivation Unknown/Unrecorded; Unspecified species; Ozone; Recreational activities; Type Unknown/Unrecorded; Unintentional effects: (subsistence/small scale) [harvest]; Commercial & industrial areas; Tourism & recreation areas	No	No	2	0	1	0
Animalia	Cnidaria	Anthozoa	Scleractinia	Rhizangiidae	Siderastrea	Siderastrea stellata	Verrill 1868	Brazilian Starlet (eng)	Least Concern	Unknown	Commercial & industrial areas; Storms & flooding; Tourism & recreation areas; Temperature extremes; Unspecified species; Intentional use: (subsistence/small scale) [harvest]; Housing & urban areas; Type Unknown/Unrecorded; Shipping lanes; Type Unknown/Unrecorded; Recreational activities; Type Unknown/Unrecorded; Unspecified species; Motivation Unknown/Unrecorded; Ozone; Soil erosion, sedimentation; Unintentional effects: (subsistence/small scale) [harvest]	No	No	0	0	1	0
Animalia	Cnidaria	Hydrozoa	Anthoathecata	Milleporidae	Millepora	Millepora alcicornis	Linneaus, 1758	Branching Fire Coral (eng)	Endangered	Decreasing	Type Unknown/Unrecorded; Unspecified species; Problematic native species/diseases; Type Unknown/Unrecorded; Ozone; Storms & flooding; Recreational activities; Shipping lanes; Motivation Unknown/Unrecorded; Housing & urban areas; Type Unknown/Unrecorded; Unintentional effects: (subsistence/small scale) [harvest]; Intentional use: (subsistence/small scale) [harvest]; Commercial & industrial areas; Tourism & recreation areas; Temperature extremes	No	No	0	0	3	0
Animalia	Cnidaria	Hydrozoa	Anthoathecata	Milleporidae	Millepora	Millepora braziliensis	Verrill, 1868	-	Critically Endangered	Decreasing	Type Unknown/Unrecorded; Storms & flooding; Unspecified species; Soil erosion, sedimentation; Type Unknown/Unrecorded; Temperature extremes; Recreational activities; Unintentional effects: (subsistence/small scale) [harvest]; Housing & urban areas; Tourism & recreation areas; Problematic native species/diseases; Commercial & industrial areas; Intentional use: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Shipping lanes; Motivation Unknown/Unrecorded; Ozone	No	No	0	0	0	0
Animalia	Cnidaria	Hydrozoa	Anthoathecata	Milleporidae	Millepora	Millepora laboreli	Amaral, 2008	-	Data Deficient	Unknown	Temperature extremes; Oil spills	No	No	0	0	0	0
Animalia	Cnidaria	Hydrozoa	Anthoathecata	Milleporidae	Millepora	Millepora nitida	Verrill, 1868	-	Critically Endangered	Decreasing	Tourism & recreation areas; Unintentional effects: (subsistence/small scale) [harvest]; Unspecified species; Intentional use: (subsistence/small scale) [harvest]; Problematic native species/diseases; Type Unknown/Unrecorded; Ozone; Motivation Unknown/Unrecorded; Commercial & industrial areas; Type Unknown/Unrecorded; Temperature extremes; Storms & flooding; Soil erosion, sedimentation; Shipping lanes; Recreational activities; Housing & urban areas; Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria arenicola	Semper, 1868	-	Data Deficient	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria enalia	Lampert, 1885	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria grisea	Selenka, 1867	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria parvula	(Selenka, 1867)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria pseudofossor	Deichmann, 1930	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria rathbunii	Lampert, 1885	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	Holothuria surinamensis	Ludwig, 1875	-	Least Concern	Unknown	Unintentional effects: (subsistence/small scale) [harvest]; Commercial & industrial areas; Tourism & recreation areas; Housing & urban areas	No	No	0	0	0	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Stichopodidae	Isostichopus	Isostichopus badionotus	(Selenka, 1867)	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Type Unknown/Unrecorded	No	No	1	0	10	0
Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Stichopodidae	Isostichopus	Isostichopus macroparentheses	(H. L .Clark, 1922)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei	Dunker, 1857	Golden Mussel (eng)	Least Concern	Increasing	-	No	No	2	0	93	0
Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Ledella	Ledella ultima	(E.A. Smith, 1885)	-	Least Concern	Unknown	Mining & quarrying	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Ostreida	Gryphaeidae	Crassostrea	Crassostrea tulipa	(Lamarck, 1819)	-	Least Concern	Unknown	Unintentional effects: (subsistence/small scale) [harvest]; Intentional use: (subsistence/small scale) [harvest]	No	No	2	0	36	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Eupera	Eupera cubensis	(Prime, 1865)	-	Least Concern	Unknown	Commercial & industrial areas; Type Unknown/Unrecorded; Type Unknown/Unrecorded; Type Unknown/Unrecorded; Unspecified species; Dams (size unknown); Housing & urban areas	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Eupera	Eupera moquiniana	(Bourguignat, 1854)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Musculium	Musculium argentinum	(d’Orbigny, 1835)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	Pisidium dorbignyi	Clessin, 1879	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	Pisidium globulus	Clessin, 1888	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	Pisidium vile	Pilsbry, 1897	-	Least Concern	Unknown	Type Unknown/Unrecorded; Other ecosystem modifications	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Etheriidae	Bartlettia	Bartlettia stefanensis	Moricand, 1856	-	Least Concern	Unknown	Seepage from mining; Soil erosion, sedimentation	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Castalia	Castalia ambigua	Lamarck, 1819	-	Least Concern	Unknown	Large dams; Small dams; Intentional use: (subsistence/small scale) [harvest]; Type Unknown/Unrecorded; Other ecosystem modifications	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Castalia	Castalia martensi	Thewing, 1891	-	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Castalia	Castalia schombergiana	Sowerby, 1869	-	Data Deficient	Unknown	Seepage from mining	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon dunkerianus	Lea, 1857	-	Endangered	-	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon expansus	Kuester, 1856	-	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon fontaineanus	d'Orbigny, 1835	-	Endangered	-	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon granosus	Bruguière, 1792	-	Least Concern	Unknown	Sewage; Roads & railroads; Mining & quarrying; Dams (size unknown)	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon parallelopipedon	(Lea, 1834)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Diplodon	Diplodon pfeifferi	Dunker, 1819	-	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Prisodon	Prisodon obliquus	Schumacher, 1817	-	Data Deficient	Unknown	Sewage; Roads & railroads; Mining & quarrying; Dams (size unknown)	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Prisodon	Prisodon syrmatophorus	(Gmelin, 1791)	-	Least Concern	Unknown	Intentional use (species is the target); Dams (size unknown); Unintentional effects (species is not the target)	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Hyriidae	Rhipidodonta	Rhipidodonta hylaea	d’Orbigny, 1835	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Mycetopodidae	Anodontites	Anodontites elongatus	Swainson, 1823	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Mycetopodidae	Anodontites	Anodontites tenebricosa	(Lea, 1834)	-	Least Concern	Unknown	Named species	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Mycetopodidae	Anodontites	Anodontites trigonus	Spix &amp; Wagner, 1827	-	Data Deficient	Unknown	Abstraction of surface water (domestic use); Other ecosystem modifications; Dams (size unknown); Housing & urban areas	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Unionida	Mycetopodidae	Lamproscapha	Lamproscapha ensiformis	(Spix &amp; Wagner, 1827)	-	Least Concern	Unknown	Sewage; Roads & railroads; Seepage from mining; Other ecosystem modifications; Dams (size unknown)	No	No	0	0	0	0
Animalia	Mollusca	Bivalvia	Venerida	Cyrenidae	Corbicula	Corbicula fluminalis	(O.F. Müller, 1774)	Asian Clam (eng)	Least Concern	Increasing	-	No	No	0	0	0	1
Animalia	Mollusca	Cephalopoda	Bathyteuthida	Bathyteuthidae	Bathyteuthis	Bathyteuthis abyssicola	Hoyle, 1885	Deepsea Squid (eng)	Least Concern	Unknown	-	No	No	1	0	0	0
Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Doryteuthis	Doryteuthis plei	(Blainville, 1823)	Tropical Arrow Squid (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Doryteuthis	Doryteuthis sanpaulensis	(Brakoniecki, 1984)	Longfine Inshore Squid (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Lolliguncula	Lolliguncula brevis	(Blainville, 1823)	Thumbstall Squid (eng)	Data Deficient	Unknown	Unintentional effects: (large scale) [harvest]; Unintentional effects: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Pickfordiateuthis	Pickfordiateuthis pulchella	Voss, 1953	Grass Squid (eng)	Data Deficient	Unknown	Habitat shifting & alteration	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Sepioteuthis	Sepioteuthis sepioidea	(Blainville, 1823)	Caribbean Reef Squid (eng)	Least Concern	Unknown	Unintentional effects: (large scale) [harvest]; Unintentional effects: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Intentional use: (subsistence/small scale) [harvest]; Temperature extremes; Habitat shifting & alteration	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Alloposidae	Haliphron	Haliphron atlanticus	Steenstrup, 1861	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Amphitretidae	Amphitretus	Amphitretus thielei	Robson, 1930	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Amphitretidae	Bolitaena	Bolitaena pygmaea	(Verrill, 1884)	-	Least Concern	Unknown	-	No	No	2	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Amphitretidae	Vitreledonella	Vitreledonella richardi	Joubin, 1918	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Argonautidae	Argonauta	Argonauta argo	Linnaeus, 1758	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	2	0	6	0
Animalia	Mollusca	Cephalopoda	Octopoda	Argonautidae	Argonauta	Argonauta hians	Lightfoot, 1786	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	2	0	7	0
Animalia	Mollusca	Cephalopoda	Octopoda	Argonautidae	Argonauta	Argonauta nodosa	Lightfoot, 1786	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	2	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Eledonidae	Eledone	Eledone gaucha	Haimovichi, 1988	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Eledonidae	Eledone	Eledone massyae	Voss, 1964	Combed Octopus (eng)	Least Concern	Unknown	Intentional use: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Vosseledone	Vosseledone charrua	Palacio, 1978	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Amphioctopus	Amphioctopus burryi	(Voss, 1950)	-	Least Concern	Unknown	Other impacts	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Euaxoctopus	Euaxoctopus pillsburyae	Voss, 1975	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus tehuelchus	d'Orbigny 1834	Tehuelche Octopus (eng)	Data Deficient	Decreasing	Subsistence/artisinal aquaculture; Other impacts	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus vulgaris	Cuvier, 1797	Polvo-comum (por)	Least Concern	Unknown	Intentional use: (large scale) [harvest]	No	No	4	0	104	18
Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Scaergus	Scaergus unicirrhus	(Chiaie, 1839-41 in Férussac &amp; d'Orbigny, 1834-1848)	Polpo riccio (ita)	Data Deficient	Unknown	Other impacts	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Opisthoteuthidae	Opisthoteuthis	Opisthoteuthis agassizii	Verrill, 1883	-	Data Deficient	Unknown	Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Octopoda	Tremoctopodidae	Tremoctopus	Tremoctopus violaceus	delle Chiaje, 1830	Common Blanket Octopus (eng)	Least Concern	Unknown	-	No	No	3	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Chiroteuthidae	Chiroteuthis	Chiroteuthis veranyi	Ferussac, 1835	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Histioteuthidae	Histioteuthis	Histioteuthis atlantica	(Hoyle, 1885)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Histioteuthidae	Histioteuthis	Histioteuthis machrohista	Voss, 1969	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Ommastrephidae	Illex	Illex argentinus	(Castellanos, 1960)	Argentine Squid (eng)	Least Concern	Unknown	Intentional use: (large scale) [harvest]; Unintentional effects: (large scale) [harvest]	No	No	2	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Ommastrephidae	Ommastrephes	Ommastrephes bartramii	(Lesueur, 1821)	-	Least Concern	Unknown	Intentional use: (large scale) [harvest]	No	No	1	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onychoteuthis	Onychoteuthis prolata	Bolstad, Vecchione &amp; Young in Bolstad, 2008	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Oegopsida	Pyroteuthidae	Pterygioteuthis	Pterygioteuthis giardi	Fischer, 1896	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Cephalopoda	Spirulida	Spirulidae	Spirula	Spirula spirula	(Linnaeus, 1758)	Ram's Horn Squid (eng)	Least Concern	Unknown	-	No	No	2	0	11	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Asolene	Asolene petiti	(Crosse, 1891)	-	Least Concern	Unknown	Mining & quarrying; Type Unknown/Unrecorded; Type Unknown/Unrecorded; Motivation Unknown/Unrecorded; Unspecified species; Type Unknown/Unrecorded; Dams (size unknown)	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Felipponea	Felipponea iheringi	(Pilsbry, 1933)	-	Data Deficient	Unknown	Mining & quarrying; Commercial & industrial areas; Type Unknown/Unrecorded; Motivation Unknown/Unrecorded; Type Unknown/Unrecorded; Unspecified species; Type Unknown/Unrecorded; Dams (size unknown)	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Felipponea	Felipponea neritiniformis	(Dall, 1919)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Marisa	Marisa cornuarietis	(Linnaeus, 1758)	-	Least Concern	Unknown	Mining & quarrying; Soil erosion, sedimentation; Motivation Unknown/Unrecorded; Type Unknown/Unrecorded; Herbicides and pesticides; Type Unknown/Unrecorded; Unspecified species; Dams (size unknown)	No	No	2	0	8	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pila	Pila globosa	(Swainson, 1822)	-	Least Concern	Unknown	Intentional use: (large scale) [harvest]; Herbicides and pesticides	No	No	2	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea bridgesii	(Reeve, 1856)	Common Apple Snail (eng)	Least Concern	Unknown	Abstraction of surface water (domestic use); Dams (size unknown); Housing & urban areas	No	No	2	0	1	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea canaliculata	(Lamarck, 1822)	Channeled Applesnail (eng)	Least Concern	Increasing	-	No	No	5	0	319	2
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea lineata	(Spix in Wagner, 1827)	-	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea megastoma	(Sowerby, 1825)	-	Least Concern	Unknown	Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea paludosa	(Say, 1829)	Florida Applesnail (eng)	Least Concern	Unknown	Intentional use (species is the target); Abstraction of surface water (domestic use); Other ecosystem modifications; Dams (size unknown); Housing & urban areas	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea pealiana	(Lea, 1838)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea pulchra	(Gray in Griffith &amp; Pidgeon, 1833)	-	Data Deficient	Unknown	Abstraction of surface water (domestic use); Dams (size unknown); Housing & urban areas	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	Nerita	Nerita ascensionis	Gmelin, 1791	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	Vitta	Vitta virginea	(Linnaeus, 1758)	Virgin Nerite (eng)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Melampus	Melampus coffeus	(Linnaeus, 1758)	Coffee Melampus (eng)	Least Concern	Unknown	Sewage; Garbage & solid waste; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Mining & quarrying; Type Unknown/Unrecorded; Scale Unknown/Unrecorded; Oil spills; Other ecosystem modifications; Housing & urban areas	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Chilinidae	Chilina	Chilina fluminea	Maton, 1809	-	Data Deficient	Decreasing	Sewage; Tourism & recreation areas; Abstraction of surface water (domestic use); Type Unknown/Unrecorded; Named species	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Chilinidae	Chilina	Chilina rushii	Pilsbry, 1896	-	Least Concern	Unknown	Large dams; Unspecified species	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Lymnaeidae	Lymnaea	Lymnaea diaphana	King, 1830	-	Least Concern	Unknown	Problematic native species/diseases	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Lymnaeidae	Pseudosuccinea	Pseudosuccinea columella	(Say, 1817)	Mimic Lymnaea (eng)	Least Concern	Increasing	-	No	No	2	0	2	0
Animalia	Mollusca	Gastropoda	Hygrophila	Physidae	Physa	Physa marmorata	Guilding, 1828	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Anisancylus	Anisancylus dutrae	(Santos, 1994)	-	Least Concern	Unknown	Nutrient loads; Type Unknown/Unrecorded; Herbicides and pesticides	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Biomphalaria	Biomphalaria schrammi	(Crosse, 1864)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Drepanotrema	Drepanotrema cimex	Moricand, 1839	Ridged Rams-horn (eng)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Ferrissia	Ferrissia gentilis	Lanzer, 1991	-	Least Concern	Unknown	-	No	No	0	0	0	0
