Kingdom	Phylum	Class	Order	Family	Genus	Species Name	Authority	Main Common Name	Red List Category	Population Trend	Threats List	Possibly Extinct	Possibly Extinct In Wild	Mitochondrion Count	Chloroplast Count	SRA Short Reads Count	SRA Long Reads Count
-	-	-	-	-	Abarema	Abarema obovata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Acacia	Acacia piauhiensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Acacia	Acacia riparia	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Acanthagrion	Acanthagrion peruvianum	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Albizia	Albizia edwarllii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Allobates	Allobates olfersioides	-	-	-	-	-	No	No	1	0	0	0
-	-	-	-	-	Ameivula	Ameivula abaetensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ameivula	Ameivula cyanura	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ameivula	Ameivula littoralis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ameivula	Ameivula venetacauda	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Amphisbaena	Amphisbaena darwini	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Anisolepis	Anisolepis grilli	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Anisolepis	Anisolepis undulatus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Annona	Annona ubatubensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Aplastodiscus	Aplastodiscus callipygius	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Bauhinia	Bauhinia cupreonitens	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Boana	Boana beckeri	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Boana	Boana latistriata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Boana	Boana phaeopleura	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Bokermannohyla	Bokermannohyla feioi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Bondarzewia	Bondarzewia sp. nov. 'loguerciae'	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Brycon	Brycon acuminatus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Caecilia	Caecilia pressula	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Caecorhamdella	Caecorhamdella brasiliensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Calamita	Calamita melanorabdotus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Calyptranthes	Calyptranthes strigipes	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Campomanesia	Campomanesia viatoris	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Caracara	Caracara cheriway	-	-	-	-	-	No	No	2	0	0	0
-	-	-	-	-	Casearia	Casearia commersoniana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Casearia	Casearia javitensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Cedrela	Cedrela lilloi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Celeus	Celeus grammicus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Celeus	Celeus occidentalis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Celeus	Celeus tinnunculus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Cestrum	Cestrum schlechtendahlii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Cheracebus	Cheracebus purinus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Chironius	Chironius scurrulus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Conus	Conus selenae	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Copella	Copella nigrofasciata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Corallus	Corallus hortulanus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Crossodactylus	Crossodactylus aeneus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Crossodactylus	Crossodactylus bokermanni	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Delphinus	Delphinus capensis	-	-	-	-	-	No	No	2	0	0	0
-	-	-	-	-	Dendropsophus	Dendropsophus baileyi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Diospyros	Diospyros apeibacarpos	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Dipturus	Dipturus brevicaudatus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Eptesicus	Eptesicus brasiliensis	-	-	-	-	-	No	No	1	0	0	0
-	-	-	-	-	Eptesicus	Eptesicus chiriquinus	-	-	-	-	-	No	No	1	0	0	0
-	-	-	-	-	Eptesicus	Eptesicus diminutus	-	-	-	-	-	No	No	1	0	0	0
-	-	-	-	-	Eptesicus	Eptesicus furinalis	-	-	-	-	-	No	No	2	0	0	0
-	-	-	-	-	Eptesicus	Eptesicus taddeii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Erythrolamprus	Erythrolamprus longiventris	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Eschweilera	Eschweilera amazonicaformis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Eugenia	Eugenia arianae	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Eugenia	Eugenia ophthalmantha	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Eugenia	Eugenia rostrata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ficus	Ficus salzmanniana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ficus	Ficus schultesii	-	-	-	-	-	No	No	0	1	0	0
-	-	-	-	-	Franciscobasis	Franciscobasis sonia	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Homo	Homo sapiens	-	-	-	-	-	No	No	68060	0	1460480	9904
-	-	-	-	-	Hyalinobatrachium	Hyalinobatrachium crurifasciatum	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Hyalinobatrachium	Hyalinobatrachium nouraguense	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Hypsiboas	Hypsiboas albovittatus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ilex	Ilex attenuata	-	-	-	-	-	No	No	0	3	0	0
-	-	-	-	-	Lagothrix	Lagothrix cana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Leporinus	Leporinus obtusidens	-	-	-	-	-	No	No	2	0	0	0
-	-	-	-	-	Leptodactylus	Leptodactylus chaquensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Leptodactylus	Leptodactylus pallidirostris	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Leptomicrurus	Leptomicrurus collaris	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Licania	Licania heteromorpha	-	-	-	-	-	No	No	0	2	0	0
-	-	-	-	-	Lysapsus	Lysapsus bolivianus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Lysapsus	Lysapsus caraya	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Lysapsus	Lysapsus laevis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Lysapsus	Lysapsus limellum	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Manilkara	Manilkara bella	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Metternichia	Metternichia princeps	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Miconia	Miconia argyraea	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Mitragomphus	Mitragomphus ganzanus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Mobula	Mobula japanica	-	-	-	-	-	No	No	4	0	0	0
-	-	-	-	-	Mobula	Mobula rochebrunei	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Myrcia	Myrcia lineata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Myrciaria	Myrciaria pliniodes	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Neomitranthes	Neomitranthes langsdorffii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Ocotea	Ocotea cernua	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Oreobates	Oreobates crepitans	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Oxystigma	Oxystigma williamsoni	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Paraphimophis	Paraphimophis rustica	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Philodryas	Philodryas argentea	-	-	-	-	-	No	No	0	0	1	0
-	-	-	-	-	Philodryas	Philodryas georgeboulengeri	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Philodryas	Philodryas laticeps	-	-	-	-	-	No	No	0	0	1	0
-	-	-	-	-	Philodryas	Philodryas viridissima	-	-	-	-	-	No	No	0	0	1	0
-	-	-	-	-	Phyllomedusa	Phyllomedusa araguari	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Phyllomedusa	Phyllomedusa itacolomi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Picumnus	Picumnus fulvescens	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Pleurodema	Pleurodema fuscomaculatum	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Pomacea	Pomacea crosseana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Pradosia	Pradosia atroviolacea	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Proceratophrys	Proceratophrys fryi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Psarocolius	Psarocolius yuracares	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Pseudopaludicola	Pseudopaludicola riopiedadensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhaebo	Rhaebo anderssoni	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhinella	Rhinella abei	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhinella	Rhinella fernandezae	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhinella	Rhinella jimi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhinella	Rhinella martyi	-	-	-	-	-	No	No	1	0	0	0
-	-	-	-	-	Rhinella	Rhinella pombali	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Rhinella	Rhinella schneideri	-	-	-	-	-	No	No	0	0	3	0
-	-	-	-	-	Rollinia	Rollinia ferruginea	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Sacoglottis	Sacoglottis glomerata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Saguinus	Saguinus fuscicollis	-	-	-	-	-	No	No	4	0	0	0
-	-	-	-	-	Saguinus	Saguinus imperator	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Saguinus	Saguinus melanoleucus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Sapajus	Sapajus macrocephalus	-	-	-	-	-	No	No	28	0	0	0
-	-	-	-	-	Scinax	Scinax parkeri	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Scinax	Scinax trilineatus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Scinax	Scinax uruguayus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Scyliorhinus	Scyliorhinus besnardi	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Simira	Simira viridiflora	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Siphoneugenia	Siphoneugenia widgreniana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Sloanea	Sloanea tuerckheimii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Solanum	Solanum granulosum-leprosum	-	-	-	-	-	No	No	0	0	1	0
-	-	-	-	-	Sphaenorhynchus	Sphaenorhynchus orophilus	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Squatina	Squatina punctata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tabebuia	Tabebuia impetiginosa	-	-	-	-	-	No	No	0	0	7	0
-	-	-	-	-	Telebasis	Telebasis limoncocha	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Terminalia	Terminalia kuhlmannii	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tibouchina	Tibouchina fissinervia	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa aristata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa bullifera	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa capitata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa caquetana	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa caudata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa coronata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa costoides	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa guianensis	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa macrosperma	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Tococa	Tococa subciliata	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Trichaptum	Trichaptum sp. nov. 'fissile'	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Typhlonectes	Typhlonectes cunhai	-	-	-	-	-	No	No	0	0	0	0
-	-	-	-	-	Xenodon	Xenodon merremi	-	-	-	-	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Neogaster	Neogaster aidae	Righi, 1975	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Neogaster	Neogaster americana	Cernosvitov, 1934	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Pickfordia	Pickfordia tocaya	(Righi, Ayres &amp; Bittencourt, 1978)	Monhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Wegeneriona	Wegeneriona belenensis	Righi, 1988	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Wegeneriona	Wegeneriona brasiliana	Cernosvitov, 1939	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Wegeneriona	Wegeneriona michaelseni	(Cernosvitov, 1934)	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Almidae	Drilocrius	Drilocrius iheringi	(Michaelsen, 1895)	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex angai	Righi, 1971	Minhoca (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex inurus	Cognetti, 1913	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex ohausi	Michaelsen, 1900	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex sporadochaetus	Michaelsen, 1918	Minhoca-branca (por)	Endangered	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Mining & quarrying; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex tairim	Righi, 1974	Minhoca (por)	Data Deficient	Unknown	Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Fimoscolex	Fimoscolex thayeri	(Cernosvitov, 1934)	Minhoca (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossodrilus	Glossodrilus bresslaui	(Michaelsen, 1917)	Minhoca (por)	Least Concern	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Commercial & industrial areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex amomee	Righi, 1971	Minhoca (por)	Least Concern	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Commercial & industrial areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex bergi	(Rosa, 1900)	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex bondari	Michaelsen, 1925	Minhoca (por)	Near Threatened	Unknown	Housing & urban areas; Agro-industry grazing, ranching or farming; Small-holder farming; Agro-industry farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex catharinensis	Michaelsen, 1918	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming; Housing & urban areas; Commercial & industrial areas; Small-holder farming; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex colonorum	Michaelsen, 1918	Minhoca (por)	Data Deficient	Unknown	Type Unknown/Unrecorded; Housing & urban areas; Commercial & industrial areas; Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex corderoi	Righi, 1968	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex fachinii	Righi, 1971	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex fasold	Michaelsen, 1918	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Commercial & industrial areas; Sewage; Run-off; Acid rain	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex giganteus	Leuckart, 1836	Minhoca (por)	Least Concern	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex gordurensis	Michaelsen, 1918	Minhoca (por)	Data Deficient	Unknown	Type Unknown/Unrecorded; Small-holder grazing, ranching or farming; Housing & urban areas; Commercial & industrial areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex grandis	(Michaelsen, 1892)	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex grecoi	Righi &amp; Lobo, 1979	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex itaguajensis	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex jimi	Righi, 1972	Minhoca (por)	Least Concern	Unknown	Small-holder grazing, ranching or farming; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex klossae	Righi, 1972	Minhoca (por)	Least Concern	Unknown	Tourism & recreation areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex lutocolus	Bartz &amp; James, 2012	Minhoca (por)	Vulnerable	Unknown	Scale Unknown/Unrecorded; Type Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex mariarum	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex matogrossensis	Righi, 1984	Minhoca (por)	Vulnerable	Unknown	Type Unknown/Unrecorded; Scale Unknown/Unrecorded; Agro-industry farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex montagneri	Righi, 1972	Minhoca (por)	Least Concern	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex mrazi	Cernosvitov, 1934	Minhoca (por)	Data Deficient	Unknown	Type Unknown/Unrecorded; Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex palus	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex primaensis	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex riograndensis	Bartz &amp; James, 2018	Minhocas (por)	Endangered	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex robustus	Cernosvitov, 1938	Minhoca (por)	Data Deficient	Unknown	Small-holder plantations; Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex sacii	Righi, 1971	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex sanpedroensis	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex sazimai	Righi &amp; Lobo, 1979	Minhoca (por)	Least Concern	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex terraopimus	Bartz &amp; James, 2012	Minhoca (por)	Near Threatened	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex tocape	Righi, 1980	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex truncatus	(Rosa, 1895)	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Unintentional effects: (large scale) [harvest]; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex tupii	Righi, 1971	Minhoca (por)	Data Deficient	Unknown	Type Unknown/Unrecorded; Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex uliginosus	Bartz &amp; James, 2012	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Type Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Mining & quarrying	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex umijiae	Righi &amp; Lobo, 1979	Minhoca (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Glossoscolex	Glossoscolex uruguayensis	Cordero, 1943	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Holoscolex	Holoscolex alatus	Hernández-García, Burgos-Guerrero, Dos Santos, Rousseau &amp; James, 2018	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]; Increase in fire frequency/intensity; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Holoscolex	Holoscolex dossantosi	Hernández-García, Burgos-Guerrero, Dos Santos, Rousseau &amp; James, 2018	Minhoca (por)	Endangered	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]; Small-holder farming; Named species; Increase in fire frequency/intensity	No	No	0	0	0	0
